gpr_mean,true_y,gpr_lwr,gpr_upr,day,cf_mean
1.3346288035008528e-06,2.5477057909352627e-06,9.250974813067946e-07,1.7441601256949114e-06,54,1.3346288035008528e-06
1.337409266658967e-06,0.0,9.283425779502928e-07,1.7464759553676411e-06,55,1.337409266658967e-06
1.340076470643708e-06,0.0,9.314090097754242e-07,1.748743931511992e-06,56,1.340076470643708e-06
1.3426292061641356e-06,2.508497535401172e-06,9.34301682849558e-07,1.7509567294787133e-06,57,1.3426292061641356e-06
1.345066306776475e-06,0.0,9.370252820084093e-07,1.7531073315445408e-06,58,1.345066306776475e-06
1.3473866499400022e-06,0.0,9.395842658852716e-07,1.755189033994733e-06,59,1.3473866499400022e-06
1.3495891580483628e-06,5.553920234597591e-06,9.419828637790917e-07,1.7571954523176339e-06,60,1.3495891580483628e-06
1.3516727994339375e-06,4.943862441971415e-06,9.442250742233545e-07,1.7591205246445204e-06,61,1.3516727994339375e-06
1.3536365893454195e-06,0.0,9.463146651172117e-07,1.7609585135736271e-06,62,1.3536365893454195e-06
1.3554795908965834e-06,0.0,9.482551752773464e-07,1.7627040065158202e-06,63,1.3554795908965834e-06
1.3572009159854895e-06,0.0,9.500499172720494e-07,1.7643519146989295e-06,64,1.3572009159854895e-06
1.358799726183252e-06,4.910313130668343e-06,9.51701981401971e-07,1.765897470964533e-06,65,1.358799726183252e-06
1.3602752335910598e-06,0.0,9.532142406970236e-07,1.7673362264850959e-06,66,1.3602752335910598e-06
1.3616267016645454e-06,0.0,9.545893568048408e-07,1.7686640465242498e-06,67,1.3616267016645454e-06
1.3628534460048973e-06,2.3965298248136696e-06,9.558297866535576e-07,1.769877105356237e-06,68,1.3628534460048973e-06
1.3639548351150986e-06,2.404684325065227e-06,9.56937789778046e-07,1.770971880452151e-06,69,1.3639548351150986e-06
1.3649302911210735e-06,2.3782626791129082e-06,9.579154362076828e-07,1.771945146034464e-06,70,1.3649302911210735e-06
1.3657792904566564e-06,0.0,9.587646148208973e-07,1.7727939660924154e-06,71,1.3657792904566564e-06
1.3665013645113055e-06,0.0,9.594870420791153e-07,1.7735156869434958e-06,72,1.3665013645113055e-06
1.3670961002403634e-06,0.0,9.600842710615394e-07,1.7741079294191874e-06,73,1.3670961002403634e-06
1.3675631407364417e-06,0.0,9.605577007280191e-07,1.7745685807448643e-06,74,1.3675631407364417e-06
1.3679021857619223e-06,3.9716345857883e-06,9.609085853456721e-07,1.7748957861781724e-06,75,1.3679021857619223e-06
1.3681129922413904e-06,0.0,9.611380440203558e-07,1.775087940462425e-06,76,1.3681129922413904e-06
1.3681953747136585e-06,0.0,9.612470702807424e-07,1.775143679146575e-06,77,1.3681953747136585e-06
1.3681492057427822e-06,0.0,9.612365416685575e-07,1.775061869817007e-06,78,1.3681492057427822e-06
1.3679744162874932e-06,0.0,9.611072292932088e-07,1.7748416032817775e-06,79,1.3679744162874932e-06
1.3676709960285584e-06,2.6966607250242024e-06,9.608598073143343e-07,1.7744821847427828e-06,80,1.3676709960285584e-06
1.3672389936538467e-06,0.0,9.604948623197877e-07,1.7739831249879056e-06,81,1.3672389936538467e-06
1.366678517100354e-06,0.0,9.600129025704808e-07,1.773344131630227e-06,82,1.366678517100354e-06
1.365989733753194e-06,0.0,9.5941436708705e-07,1.7725651004193383e-06,83,1.365989733753194e-06
1.3651728706010841e-06,0.0,9.586996345563687e-07,1.7716461066457996e-06,84,1.3651728706010841e-06
1.3642282143481262e-06,2.5074471179402824e-06,9.578690320386792e-07,1.7705873966575731e-06,85,1.3642282143481262e-06
1.3631561114817337e-06,0.0,9.569228434585168e-07,1.7693893795049505e-06,86,1.3631561114817337e-06
1.3619569682965469e-06,2.6228407463555627e-06,9.558613178648325e-07,1.7680526187282613e-06,87,1.3619569682965469e-06
1.3606312508741185e-06,2.4773017229633484e-06,9.546846774471639e-07,1.7665778243010732e-06,88,1.3606312508741185e-06
1.3591794850186183e-06,0.0,9.533931252972556e-07,1.764965844739981e-06,89,1.3591794850186183e-06
1.3576022561482067e-06,0.0,9.519868529058446e-07,1.7632176593905687e-06,90,1.3576022561482067e-06
1.3559002091424885e-06,7.374540627573408e-06,9.504660473864208e-07,1.7613343708985562e-06,91,1.3559002091424885e-06
1.3540740481457756e-06,0.0,9.488308984184295e-07,1.7593171978731216e-06,92,1.3540740481457756e-06
1.3521245363267106e-06,7.608960311663014e-06,9.470816049036436e-07,1.7571674677497772e-06,93,1.3521245363267106e-06
1.3500524955940898e-06,0.0,9.452183813298561e-07,1.7548866098583236e-06,94,1.3500524955940898e-06
1.3478588062695006e-06,0.0,9.432414638376062e-07,1.752476148701395e-06,95,1.3478588062695006e-06
1.3455444067165585e-06,0.0,9.411511159850305e-07,1.7499376974480864e-06,96,1.3455444067165585e-06
1.3431102929277996e-06,0.0,9.389476342083101e-07,1.747272951647289e-06,97,1.3431102929277996e-06
1.3405575180689696e-06,0.0,9.366313529741277e-07,1.7444836831638117e-06,98,1.3405575180689696e-06
1.3378871919813727e-06,0.0,9.342026496219137e-07,1.7415717343408322e-06,99,1.3378871919813727e-06
1.3351004806429744e-06,2.5014132985136603e-06,9.316619488945646e-07,1.7385390123913845e-06,100,1.3351004806429744e-06
1.3321986055885471e-06,2.582998189318269e-06,9.290097271559131e-07,1.7353874840211812e-06,101,1.3321986055885471e-06
1.3291828432894714e-06,0.0,9.262465162945248e-07,1.7321191702844182e-06,102,1.3291828432894714e-06
1.326054524493701e-06,0.0,9.233729073132375e-07,1.7287361416741645e-06,103,1.326054524493701e-06
1.3228150335270498e-06,0.0,9.203895536057425e-07,1.7252405134483573e-06,104,1.3228150335270498e-06
1.3194658075556352e-06,0.0,9.172971739198747e-07,1.7216344411913956e-06,105,1.3194658075556352e-06
1.3160083358111393e-06,2.26552393639315e-06,9.140965550103053e-07,1.7179201166119735e-06,106,1.3160083358111393e-06
1.3124441587788635e-06,4.956604923891331e-06,9.107885539818721e-07,1.714099763575855e-06,107,1.3124441587788635e-06
1.3087748673501635e-06,0.0,9.073741003269776e-07,1.7101756343733493e-06,108,1.3087748673501635e-06
1.3050021019391674e-06,0.0,9.038541976595586e-07,1.706150006218776e-06,109,1.3050021019391674e-06
1.3011275515656412e-06,0.0,9.002299251503694e-07,1.7020251779809132e-06,110,1.3011275515656412e-06
1.2971529529043284e-06,0.0,8.965024386678316e-07,1.6978034671408252e-06,111,1.2971529529043284e-06
1.2930800893016274e-06,2.438506950964064e-06,8.926729716294527e-07,1.6934872069738024e-06,112,1.2930800893016274e-06
1.2889107897611232e-06,4.734209635536871e-06,8.887428355703364e-07,1.68907874395191e-06,113,1.2889107897611232e-06
1.2846469278983661e-06,2.485404462295172e-06,8.847134204346543e-07,1.684580435362078e-06,114,1.2846469278983661e-06
1.2802904208663513e-06,0.0,8.805861945978929e-07,1.6799946471348095e-06,115,1.2802904208663513e-06
1.2758432282525423e-06,0.0,8.763627046271537e-07,1.6753237518779307e-06,116,1.2758432282525423e-06
1.271307350948576e-06,4.849225457463807e-06,8.72044574788458e-07,1.6705701271086943e-06,117,1.271307350948576e-06
1.266684829993747e-06,2.3640829603992464e-06,8.676335063097107e-07,1.6657361536777836e-06,118,1.266684829993747e-06
1.2619777453933898e-06,0.0,8.631312764091485e-07,1.660824214377631e-06,119,1.2619777453933898e-06
1.2571882149131634e-06,2.438251286177553e-06,8.585397370992133e-07,1.6558366927271136e-06,120,1.2571882149131634e-06
1.2523183928507015e-06,0.0,8.538608137768018e-07,1.6507759719246014e-06,121,1.2523183928507015e-06
1.2473704687853907e-06,0.0,8.490965036106007e-07,1.6456444339601806e-06,122,1.2473704687853907e-06
1.2423466663078952e-06,0.0,8.442488737373484e-07,1.6404444588784421e-06,123,1.2423466663078952e-06
1.2372492417299493e-06,7.20148062441638e-06,8.393200592782928e-07,1.6351784241816057e-06,124,1.2372492417299493e-06
1.232080482776503e-06,0.0,8.343122611889454e-07,1.6298487043640608e-06,125,1.232080482776503e-06
1.226842707260609e-06,4.631495092930949e-06,8.292277439534273e-07,1.6244576705677906e-06,126,1.226842707260609e-06
1.2215382617428774e-06,7.026254771998033e-06,8.240688331369564e-07,1.6190076903487985e-06,127,1.2215382617428774e-06
1.2161695201760305e-06,0.0,8.188379128082255e-07,1.6135011275438357e-06,128,1.2161695201760305e-06
1.2107388825365616e-06,1.358698728937339e-05,8.135374228453943e-07,1.607940342227729e-06,129,1.2107388825365616e-06
1.2052487734439612e-06,0.0,8.081698561376711e-07,1.6023276907502513e-06,130,1.2052487734439612e-06
1.1997016407693852e-06,0.0,8.027377556958959e-07,1.5966655258428745e-06,131,1.1997016407693852e-06
1.1940999542343604e-06,0.0,7.972437116840558e-07,1.590956196784665e-06,132,1.1940999542343604e-06
1.1884462040010393e-06,2.201658729686946e-06,7.916903583846678e-07,1.5852020496174108e-06,133,1.1884462040010393e-06
1.1827428992553216e-06,0.0,7.860803711101771e-07,1.579405427400466e-06,134,1.1827428992553216e-06
1.1769925667836847e-06,4.676896598493104e-06,7.80416463072178e-07,1.5735686704951915e-06,135,1.1769925667836847e-06
1.1711977495451084e-06,0.0,7.747013822202014e-07,1.5676941168700156e-06,136,1.1711977495451084e-06
1.1653610052391794e-06,0.0,7.689379080612457e-07,1.561784102417113e-06,137,1.1653610052391794e-06
1.159484904871582e-06,0.0,7.631288484710537e-07,1.5558409612721102e-06,138,1.159484904871582e-06
1.1535720313179905e-06,2.124098320263048e-06,7.572770365074541e-07,1.5498670261285269e-06,139,1.1535720313179905e-06
1.1476249778874924e-06,0.0,7.513853272355892e-07,1.5438646285393958e-06,140,1.1476249778874924e-06
1.1416463468869026e-06,0.0,7.454565945748847e-07,1.53783609919892e-06,141,1.1416463468869026e-06
1.1356387481865223e-06,0.0,7.394937281760456e-07,1.5317837681969988e-06,142,1.1356387481865223e-06
1.1296047977887542e-06,0.0,7.334996303368502e-07,1.5257099652406583e-06,143,1.1296047977887542e-06
1.1235471164007158e-06,0.0,7.274772129645921e-07,1.5196170198368396e-06,144,1.1235471164007158e-06
1.1174683280115404e-06,0.0,7.214293945920829e-07,1.5135072614309976e-06,145,1.1174683280115404e-06
1.1113710584752603e-06,0.0,7.153590974537638e-07,1.5073830194967567e-06,146,1.1113710584752603e-06
1.105257934100868e-06,0.0,7.092692446285598e-07,1.5012466235731761e-06,147,1.105257934100868e-06
1.0991315802497845e-06,0.0,7.031627572542463e-07,1.4951004032453227e-06,148,1.0991315802497845e-06
1.0929946199418628e-06,2.036257602876825e-06,6.970425518184499e-07,1.4889466880652758e-06,149,1.0929946199418628e-06
1.0868496724710508e-06,2.054392084838176e-06,6.909115375306752e-07,1.4827878074114263e-06,150,1.0868496724710508e-06
1.0806993520311952e-06,2.0828429973777007e-06,6.847726137789445e-07,1.4766260902834458e-06,151,1.0806993520311952e-06
1.074546266353078e-06,0.0,6.786286676742039e-07,1.4704638650319522e-06,152,1.074546266353078e-06
1.0683930153532017e-06,1.8408476735367104e-06,6.724825716850663e-07,1.464303459021337e-06,153,1.0683930153532017e-06
1.062242189795506e-06,0.0,6.663371813653174e-07,1.4581471982256949e-06,154,1.062242189795506e-06
1.0560963699661535e-06,0.0,6.601953331752015e-07,1.4519974067571053e-06,155,1.0560963699661535e-06
1.0499581243625378e-06,0.0,6.5405984239802e-07,1.4458564063270556e-06,156,1.0499581243625378e-06
1.0438300083971872e-06,4.321885379277856e-06,6.479335011528049e-07,1.4397265156415695e-06,157,1.0438300083971872e-06
1.0377145631167862e-06,0.0,6.418190765027446e-07,1.4336100497308277e-06,158,1.0377145631167862e-06
1.0316143139373448e-06,0.0,6.357193086596726e-07,1.427509319215017e-06,159,1.0316143139373448e-06
1.02553176939586e-06,0.0,6.296369092837876e-07,1.4214266295079324e-06,160,1.02553176939586e-06
1.0194694199191272e-06,0.0,6.235745598777151e-07,1.4153642799605393e-06,161,1.0194694199191272e-06
1.0134297366100147e-06,0.0,6.175349102735473e-07,1.4093245629464822e-06,162,1.0134297366100147e-06
1.0074151700520608e-06,0.0,6.115205772115043e-07,1.4033097628926173e-06,163,1.0074151700520608e-06
1.0014281491321833e-06,0.0,6.055341430077705e-07,1.3973221552565959e-06,164,1.0014281491321833e-06
9.954710798827803e-07,0.0,5.995781543101452e-07,1.3913640054554154e-06,165,9.954710798827803e-07
9.895463443428882e-07,0.0,5.936551209385105e-07,1.3854375677472661e-06,166,9.895463443428882e-07
9.836562994390335e-07,0.0,5.877675148076127e-07,1.3795450840704544e-06,167,9.836562994390335e-07
9.778032758861984e-07,1.9197395297406047e-06,5.819177689296939e-07,1.3736887828427027e-06,168,9.778032758861984e-07
9.719895771089686e-07,0.0,5.761082764935753e-07,1.367870877724362e-06,169,9.719895771089686e-07
9.662174781833249e-07,0.0,5.703413900174332e-07,1.3620935663492164e-06,170,9.662174781833249e-07
9.604892247993795e-07,0.0,5.64619420572044e-07,1.3563590290267152e-06,171,9.604892247993795e-07
9.548070322448152e-07,0.0,5.589446370707608e-07,1.3506694274188694e-06,172,9.548070322448152e-07
9.491730844101127e-07,3.942696844068311e-06,5.533192656236895e-07,1.3450269031965361e-06,173,9.491730844101127e-07
9.435895328146247e-07,0.0,5.477454889514948e-07,1.3394335766777548e-06,174,9.435895328146247e-07
9.380584956545654e-07,2.011554368291466e-06,5.42225445856365e-07,1.333891545452766e-06,175,9.380584956545654e-07
9.325820568726803e-07,0.0,5.367612307461887e-07,1.3284028829991719e-06,176,9.325820568726803e-07
9.27162265249605e-07,0.0,5.313548932082767e-07,1.3229696372909333e-06,177,9.27162265249605e-07
9.218011335171839e-07,0.0,5.260084376295235e-07,1.3175938294048443e-06,178,9.218011335171839e-07
9.165006374937617e-07,0.0,5.207238228592519e-07,1.3122774521282714e-06,179,9.165006374937617e-07
9.112627152414569e-07,0.0,5.155029619114879e-07,1.307022468571426e-06,180,9.112627152414569e-07
9.06089266245563e-07,0.0,5.103477217032458e-07,1.3018308107878801e-06,181,9.06089266245563e-07
9.009821506159879e-07,0.0,5.052599228255076e-07,1.296704378406468e-06,182,9.009821506159879e-07
8.959431883107269e-07,0.0,5.002413393436787e-07,1.291645037277775e-06,183,8.959431883107269e-07
8.909741583815953e-07,0.0,4.952936986246259e-07,1.2866546181385647e-06,184,8.909741583815953e-07
8.860767982418404e-07,0.0,4.904186811868823e-07,1.2817349152967985e-06,185,8.860767982418404e-07
8.812528029559237e-07,0.0,4.856179205714982e-07,1.2768876853403492e-06,186,8.812528029559237e-07
8.765038245513583e-07,0.0,4.80893003230639e-07,1.2721146458720777e-06,187,8.765038245513583e-07
8.718314713524604e-07,0.0,4.762454684312677e-07,1.2674174742736533e-06,188,8.718314713524604e-07
8.672373073360016e-07,0.0,4.716768081712837e-07,1.2627978065007194e-06,189,8.672373073360016e-07
8.627228515090198e-07,2.0019338681166007e-06,4.6718846710626615e-07,1.2582572359117737e-06,190,8.627228515090198e-07
8.582895773080823e-07,2.1293449283262496e-06,4.6278184248382064e-07,1.253797312132344e-06,191,8.582895773080823e-07
8.539389120207909e-07,0.0,4.584582840843532e-07,1.2494195399572286e-06,192,8.539389120207909e-07
8.496722362286697e-07,0.0,4.542190941656383e-07,1.245125378291701e-06,193,8.496722362286697e-07
8.454908832719168e-07,0.0,4.5006552740986234e-07,1.2409162391339712e-06,194,8.454908832719168e-07
8.413961387359614e-07,0.0,4.4599879087172544e-07,1.2367934866001974e-06,195,8.413961387359614e-07
8.373892399592619e-07,0.0,4.420200439255375e-07,1.2327584359929864e-06,196,8.373892399592619e-07
8.334713755630906e-07,0.0,4.3813039821099483e-07,1.2288123529151864e-06,197,8.334713755630906e-07
8.296436850024902e-07,0.0,4.3433091757570324e-07,1.224956452429277e-06,198,8.296436850024902e-07
8.259072581390329e-07,2.027455806532057e-06,4.3062261801424905e-07,1.2211918982638168e-06,199,8.259072581390329e-07
8.222631348348853e-07,1.8775922508012623e-06,4.270064676026591e-07,1.2175198020671115e-06,200,8.222631348348853e-07
8.187123045684376e-07,1.7733263346053997e-06,4.2348338642787724e-07,1.2139412227089979e-06,201,8.187123045684376e-07
8.152557060713224e-07,1.7647733589813727e-06,4.2005424651173755e-07,1.210457165630907e-06,202,8.152557060713224e-07
8.118942269871135e-07,3.5380320757988e-06,4.1671987172947107e-07,1.2070685822447557e-06,203,8.118942269871135e-07
8.086287035512364e-07,0.0,4.1348103772216734e-07,1.2037763693803055e-06,204,8.086287035512364e-07
8.054599202926664e-07,1.8675356932759378e-06,4.1033847180376843e-07,1.2005813687815645e-06,205,8.054599202926664e-07
8.023886097570508e-07,0.0,4.072928528624367e-07,1.197484366651665e-06,206,8.023886097570508e-07
7.994154522515699e-07,0.0,4.043448112569116e-07,1.1944860932462283e-06,207,7.994154522515699e-07
7.965410756113756e-07,0.0,4.0149492870803575e-07,1.1915872225147154e-06,208,7.965410756113756e-07
7.937660549879255e-07,3.55191208307212e-06,3.9874373818638255e-07,1.1887883717894686e-06,209,7.937660549879255e-07
7.910909126590917e-07,0.0,3.960917237964287e-07,1.1860901015217547e-06,210,7.910909126590917e-07
7.885161178613877e-07,3.519819222084754e-06,3.9353932065838774e-07,1.1834929150643876e-06,211,7.885161178613877e-07
7.860420866441658e-07,0.0,3.910869147883449e-07,1.1809972584999866e-06,212,7.860420866441658e-07
7.836691817461211e-07,1.994188933447933e-06,3.8873484297799144e-07,1.1786035205142507e-06,213,7.836691817461211e-07
7.813977124942599e-07,5.360751791831286e-06,3.864833926750282e-07,1.1763120323134916e-06,214,7.813977124942599e-07
7.792279347253714e-07,1.7666190268402429e-06,3.8433280186538545e-07,1.1741230675853572e-06,215,7.792279347253714e-07
7.771600507302288e-07,0.0,3.822832589585846e-07,1.172036842501873e-06,216,7.771600507302288e-07
7.75194209220887e-07,0.0,3.803349026777276e-07,1.1700535157640464e-06,217,7.75194209220887e-07
7.733305053209433e-07,0.0,3.78487821955276e-07,1.1681731886866104e-06,218,7.733305053209433e-07
7.715689805793216e-07,5.423375834521957e-06,3.767420558363533e-07,1.16639590532229e-06,219,7.715689805793216e-07
7.699096230076977e-07,1.8587153303123013e-06,3.7509759339096057e-07,1.1647216526244348e-06,220,7.699096230076977e-07
7.683523671416707e-07,1.7405077060978688e-06,3.735543736365537e-07,1.1631503606467879e-06,221,7.683523671416707e-07
7.668970941261318e-07,1.6945935686784882e-06,3.72112285472711e-07,1.1616819027795526e-06,222,7.668970941261318e-07
7.65543631825142e-07,3.4259598683061025e-06,3.707711676294868e-07,1.1603160960207975e-06,223,7.65543631825142e-07
7.642917549562666e-07,3.217218553699399e-06,3.695308086307738e-07,1.1590527012817595e-06,224,7.642917549562666e-07
7.631411852501138e-07,3.3744680994658216e-06,3.6839094677466856e-07,1.1578914237255594e-06,225,7.631411852501138e-07
7.620915916349525e-07,0.0,3.673512701320273e-07,1.1568319131378776e-06,226,7.620915916349525e-07
7.611425904470816e-07,1.9623079881633584e-06,3.664114165651727e-07,1.1558737643289905e-06,227,7.611425904470816e-07
7.60293745666963e-07,0.0,3.655709737679578e-07,1.1550165175659682e-06,228,7.60293745666963e-07
7.59544569181592e-07,0.0,3.6482947932891833e-07,1.1542596590342654e-06,229,7.59544569181592e-07
7.58894521073421e-07,0.0,3.641864208190071e-07,1.153602621327835e-06,230,7.58894521073421e-07
7.583430099361237e-07,0.0,3.6364123590527745e-07,1.15304478396697e-06,231,7.583430099361237e-07
7.578893932175141e-07,0.0,3.631933124919823e-07,1.1525854739430457e-06,232,7.578893932175141e-07
7.575329775899404e-07,3.56723706787382e-06,3.6284198889043364e-07,1.1522239662894473e-06,233,7.575329775899404e-07
7.572730193485421e-07,0.0,3.6258655401896095e-07,1.151959484678123e-06,234,7.572730193485421e-07
7.571087248375774e-07,3.50559229611037e-06,3.6242624763417975e-07,1.151791202040975e-06,235,7.571087248375774e-07
7.570392509052895e-07,0.0,3.6236026059485796e-07,1.1517182412157212e-06,236,7.570392509052895e-07
7.570637053873935e-07,0.0,3.6238773515928655e-07,1.1517396756155003e-06,237,7.570637053873935e-07
7.571811476196768e-07,0.0,3.6250776531744823e-07,1.1518545299219054e-06,238,7.571811476196768e-07
7.573905889799309e-07,0.0,3.627193971588381e-07,1.1520617808010238e-06,239,7.573905889799309e-07
7.576909934594616e-07,5.126653986742473e-06,3.630216292768492e-07,1.1523603576420741e-06,240,7.576909934594616e-07
7.580812782644518e-07,0.0,3.634134132105606e-07,1.152749143318343e-06,241,7.580812782644518e-07
7.585603144474791e-07,0.0,3.6389365392471484e-07,1.1532269749702433e-06,242,7.585603144474791e-07
7.591269275693662e-07,0.0,3.644612103285173e-07,1.1537926448102153e-06,243,7.591269275693662e-07
7.597798983914399e-07,0.0,3.6511489583370884e-07,1.154444900949171e-06,244,7.597798983914399e-07
7.60517963598726e-07,1.6456516945275498e-06,3.6585347895273856e-07,1.1551824482447136e-06,245,7.60517963598726e-07
7.613398165538594e-07,1.6157516395839763e-06,3.666756839370786e-07,1.1560039491706401e-06,246,7.613398165538594e-07
7.622441080822564e-07,0.0,3.675801914564271e-07,1.1569080247080856e-06,247,7.622441080822564e-07
